Pcode,ResponseTime,ScheduledTime,Valence,Arousal,Attention,Stress,Duration,Disturbance,Change
P66,1557055036000,1557055020000,1,-1,-1,-1,15,0,0
P66,1557115117000,1557115080000,0,-1,-1,1,10,0,0
P66,1557117706000,1557117660000,-1,-1,0,1,15,0,0
P66,1557120313000,1557120120000,0,1,1,1,10,0,0
P66,1557123168000,1557123060000,-1,-1,0,0,10,0,0
P66,1557125727000,1557125580000,0,-1,-1,0,20,0,0
P66,1557131380000,1557131160000,-1,-1,0,0,15,0,0
P66,1557142236000,1557142140000,-1,-1,-1,-1,15,0,0
P66,1557147633000,1557147480000,0,-1,0,0,15,0,0
P67,1556596592000,1556596500000,-1,1,-1,-1,60,-1,0
P67,1556599063000,1556599020000,-1,-2,-2,-1,30,-1,-1
P67,1556601518000,1556601480000,-2,-2,-2,-2,60,-1,0
P67,1556604876000,1556604840000,0,-1,-3,1,30,-2,1
P67,1556607456000,1556607420000,1,0,1,-2,20,2,1
P67,1556609853000,1556609820000,2,1,1,-2,30,2,1
P67,1556612889000,1556612820000,1,0,1,-1,30,-2,0
P67,1556618144000,1556618100000,1,-1,1,-2,30,2,-1
P67,1556620629000,1556620560000,1,-2,1,-2,30,2,-1
P67,1556685828000,1556685660000,1,1,1,1,30,2,-1
P67,1556688449000,1556688240000,1,-1,1,-1,30,1,-1
P67,1556690714000,1556690640000,2,-2,1,-2,30,1,1
P67,1556695851000,1556695620000,-2,0,-2,2,30,2,-2
P67,1556768209000,1556768160000,1,-1,-1,1,60,1,-1
P67,1556777554000,1556777400000,2,-1,1,-1,60,-1,1
P67,1556780171000,1556779980000,2,-2,-1,-2,30,-2,0
P67,1556782841000,1556782800000,2,2,2,-2,30,2,1
P67,1556788467000,1556788200000,2,2,2,-2,60,-2,-1
P67,1556790887000,1556790720000,2,2,2,-3,60,1,2
P67,1556796552000,1556796420000,2,2,2,3,60,1,1
P67,1556801993000,1556801700000,2,2,2,-1,30,2,0
P67,1556850440000,1556850420000,-2,-2,-2,1,20,-1,-1
P67,1556852958000,1556852880000,1,3,1,-2,30,-1,2
P67,1556858617000,1556858460000,2,2,2,-1,60,2,0
P67,1556861441000,1556861160000,2,-2,0,-2,30,1,1
P67,1556864132000,1556863920000,2,2,2,1,30,3,-1
P67,1556866785000,1556866620000,2,2,2,2,30,2,-1
P67,1556869293000,1556869260000,2,2,2,3,30,3,-2
P67,1556874322000,1556874300000,2,2,2,-2,30,1,0
P67,1556877080000,1556877060000,-2,2,2,3,30,3,-2
P67,1556882943000,1556882760000,2,2,2,-2,60,3,2
P67,1556885579000,1556885520000,3,2,2,1,30,2,1
P67,1556888513000,1556888220000,2,2,2,-2,30,2,1
P67,1556944643000,1556944620000,1,-3,-2,-2,30,1,-1
P67,1556947709000,1556947440000,-2,-1,-1,1,30,1,-1
P67,1556950282000,1556950260000,1,-1,-1,-2,30,2,-1
P67,1556966604000,1556966580000,2,-2,0,-2,60,2,0
P67,1556971914000,1556971800000,2,1,2,-2,60,1,0
P67,1557028782000,1557028620000,1,-2,0,-3,60,1,-2
P67,1557031095000,1557031080000,2,-2,-1,-2,60,2,0
P67,1557033618000,1557033600000,1,-2,-1,-2,60,2,1
P67,1557041763000,1557041700000,1,1,0,-2,60,1,-1
P67,1557044372000,1557044220000,2,1,2,-2,30,0,0
P67,1557046653000,1557046620000,2,2,2,-3,60,2,2
P67,1557049763000,1557049740000,2,2,2,-3,60,3,2
P67,1557052327000,1557052140000,2,2,2,-3,60,3,2
P67,1557055883000,1557055740000,2,3,2,-3,60,2,1
P67,1557058405000,1557058380000,3,3,3,-3,60,3,1
P67,1557061290000,1557061020000,3,3,3,-3,60,3,1
P67,1557125611000,1557125580000,2,-2,-1,-1,60,2,-1
P67,1557128216000,1557128100000,-1,1,1,1,60,2,-2
P67,1557144287000,1557144240000,2,2,1,1,30,2,-1
P69,1556599213000,1556598960000,-1,-1,-2,2,30,-2,-2
P69,1556601925000,1556601720000,0,0,0,0,5,2,1
P69,1556604896000,1556604600000,0,-2,-2,1,30,0,0
P69,1556607308000,1556607060000,-1,-1,-3,1,20,0,0
P69,1556610298000,1556610060000,0,-2,-2,3,30,0,0
P69,1556615121000,1556615100000,2,2,2,-3,10,3,3
P69,1556618399000,1556618100000,1,-1,-1,-3,5,3,0
P69,1556620766000,1556620740000,-1,-2,-1,3,10,-2,-2
P69,1556623221000,1556623200000,-2,-2,-3,3,60,-3,-3
P69,1556625921000,1556625900000,-3,-3,-3,3,60,-3,-3
P69,1556674798000,1556674680000,0,0,0,2,10,2,0
P69,1556677221000,1556677200000,0,0,0,0,30,0,0
P69,1556683198000,1556683140000,2,2,2,1,30,-3,-3
P69,1556685620000,1556685600000,1,-2,2,-2,30,2,2
P69,1556688596000,1556688360000,-2,0,0,3,5,-3,-3
P69,1556691298000,1556691240000,0,0,-3,3,30,2,0
P69,1556693993000,1556693820000,-3,0,0,3,15,-1,0
P69,1556696388000,1556696220000,0,0,0,0,10,0,0
P69,1556698759000,1556698740000,0,-2,-2,2,60,-1,0
P69,1556709864000,1556709840000,-1,-3,-2,0,30,0,0
P69,1556712498000,1556712480000,0,-3,-3,2,60,0,0
P69,1556714891000,1556714880000,0,0,0,0,15,0,0
P69,1556760733000,1556760720000,0,-1,0,-2,5,3,0
P69,1556764210000,1556764020000,0,-2,0,-1,30,0,0
P69,1556766897000,1556766600000,0,0,0,3,10,0,0
P69,1556769205000,1556769180000,0,0,0,0,5,0,0
P69,1556772293000,1556772060000,0,-2,-2,0,60,-3,-2
P69,1556775171000,1556774940000,0,1,1,0,10,-1,0
P69,1556777433000,1556777400000,0,0,0,0,5,0,0
P69,1556780097000,1556780040000,0,1,1,-2,30,0,0
P69,1556846714000,1556846700000,0,0,0,-3,20,-2,0
P69,1556849391000,1556849220000,0,0,0,0,5,0,0
P69,1556852733000,1556852640000,3,3,3,-3,10,-3,0
P69,1556855513000,1556855280000,3,3,3,-3,60,-1,-1
P69,1556858429000,1556858220000,3,3,3,-3,60,-2,0
P69,1556866108000,1556866080000,3,1,2,1,10,0,0
P69,1556868977000,1556868780000,3,3,3,-3,60,0,0
P69,1556871923000,1556871660000,3,3,3,-3,60,0,0
P69,1556874927000,1556874780000,3,3,3,-3,60,0,0
P69,1556883138000,1556882940000,1,0,1,1,5,0,0
P69,1556936353000,1556936160000,-1,0,0,2,10,0,0
P69,1556942244000,1556941980000,1,1,1,-3,30,2,0
P69,1556944905000,1556944800000,1,0,-1,-1,20,1,0
P69,1556947332000,1556947320000,2,1,1,-2,60,0,0
P69,1556955701000,1556955420000,0,0,-1,-2,60,0,0
P69,1556974604000,1556974500000,1,1,1,-3,20,1,0
P69,1557031393000,1557031380000,1,1,1,-2,5,0,0
P69,1557034129000,1557034080000,1,1,2,-2,30,1,0
P69,1557036610000,1557036600000,2,1,1,-1,5,0,0
P69,1557039406000,1557039300000,1,1,-2,-1,30,0,0
P69,1557042405000,1557042180000,2,2,0,1,20,2,0
P69,1557045106000,1557044880000,0,0,1,2,20,2,-1
P69,1557047545000,1557047400000,1,-1,-1,-1,20,2,0
P69,1557050316000,1557050220000,1,1,0,2,15,2,-2
P69,1557109100000,1557109080000,1,1,1,-1,20,3,1
P69,1557111725000,1557111660000,1,0,0,-3,30,2,2
P69,1557117466000,1557117360000,2,2,2,-2,30,2,0
P69,1557125714000,1557125700000,2,2,2,-2,60,1,0
P69,1557136323000,1557136260000,2,2,0,0,60,1,0
P69,1557144881000,1557144660000,2,-2,0,2,20,-2,-2
P69,1557147417000,1557147300000,-1,-1,0,2,60,-2,-2
P70,1556593921000,1556593740000,0,0,-1,1,5,3,1
P70,1556596734000,1556596680000,0,0,2,0,10,1,0
P70,1556599324000,1556599260000,1,1,3,1,15,3,0
P70,1556607466000,1556607180000,0,0,1,1,5,0,-1
P70,1556609841000,1556609820000,0,0,2,1,5,3,0
P70,1556613024000,1556612820000,0,0,0,1,5,0,0
P70,1556675905000,1556675880000,2,0,2,-2,5,2,0
P70,1556685619000,1556685600000,0,0,0,-2,5,1,0
P70,1556691165000,1556691120000,0,0,3,1,5,3,0
P70,1556699097000,1556699040000,0,-2,0,-2,5,2,0
P70,1556702065000,1556702040000,0,0,2,1,5,3,0
P70,1556782703000,1556782680000,0,0,2,1,10,2,0
P70,1556790822000,1556790780000,0,1,1,2,10,1,0
P70,1556850101000,1556850060000,0,1,1,2,10,1,0
P70,1556855317000,1556855280000,0,0,0,1,5,1,0
P70,1556858542000,1556858520000,0,0,1,0,5,0,0
P70,1556938464000,1556938440000,0,1,1,1,10,2,0
P70,1557036868000,1557036840000,1,1,1,-1,10,1,0
P70,1557039443000,1557039300000,0,0,1,-2,10,1,0
P70,1557041841000,1557041820000,0,1,1,-1,10,1,0
P70,1557044326000,1557044220000,0,0,1,2,5,1,0
P70,1557046943000,1557046860000,0,1,2,-2,10,2,0
P70,1557112328000,1557112080000,0,2,2,1,10,3,0
P70,1557125662000,1557125640000,0,1,3,0,10,3,0
P70,1557128770000,1557128640000,0,0,2,2,10,3,0
P70,1557131175000,1557131160000,0,1,3,1,10,3,0
P70,1557133701000,1557133680000,0,2,3,2,10,2,0
P70,1557136106000,1557136080000,0,0,0,1,10,-1,0
P72,1556586208000,1556586120000,1,2,0,1,20,1,0
P72,1556590109000,1556590080000,2,1,1,-1,5,0,1
P72,1556593950000,1556593920000,1,-2,1,-1,10,-3,0
P72,1556604860000,1556604720000,0,-2,0,-1,30,1,1
P72,1556675060000,1556675040000,-1,-3,-3,1,15,-1,1
P72,1556677483000,1556677440000,1,1,3,-1,5,0,0
P72,1556688459000,1556688420000,0,1,0,1,5,0,0
P72,1556691257000,1556691240000,0,-3,2,-1,20,3,1
P72,1556696581000,1556696400000,-2,-2,-1,3,10,-1,1
P72,1556701915000,1556701620000,1,2,3,-3,30,0,0
P72,1556704398000,1556704140000,1,1,1,-1,10,-1,0
P72,1556758938000,1556758920000,0,-1,-1,-1,15,0,1
P72,1556768885000,1556768820000,1,2,2,-2,5,2,0
P72,1556771736000,1556771640000,-1,-3,-2,1,30,2,-1
P72,1556774884000,1556774640000,0,1,1,-1,15,-1,1
P72,1556777283000,1556777040000,0,-2,-1,1,30,1,-2
P72,1556780449000,1556780220000,1,2,2,-1,10,0,-1
P72,1556788677000,1556788440000,-1,-3,-1,2,10,1,-1
P72,1556791158000,1556791140000,1,-1,0,-1,20,3,-1
P72,1556796078000,1556796060000,2,2,2,-2,15,3,-3
P72,1556799202000,1556799180000,-2,-2,-1,3,15,-3,3
P72,1556852598000,1556852580000,1,1,1,-2,10,-2,1
P72,1556855576000,1556855400000,1,2,1,-2,15,3,-1
P72,1556866455000,1556866440000,1,-1,-1,-1,60,1,0
P72,1556868854000,1556868840000,3,2,3,-3,20,3,-3
P72,1556871255000,1556871240000,2,2,2,-3,20,2,-1
P72,1556873783000,1556873760000,1,2,1,-2,20,1,1
P72,1556932798000,1556932560000,1,-1,-3,-2,30,1,0
P72,1556935378000,1556935320000,0,0,0,0,20,0,0
P72,1556938988000,1556938860000,0,1,-1,0,15,2,-1
P72,1556941397000,1556941320000,1,2,1,-2,20,-1,0
P72,1556944676000,1556944620000,1,1,1,-1,20,2,-1
P72,1556947390000,1556947320000,1,1,-1,-1,60,2,1
P72,1556953078000,1556952780000,2,2,1,-1,30,2,1
P72,1556955777000,1556955720000,1,1,2,-2,30,3,-1
P72,1556963669000,1556963640000,2,1,2,-3,30,3,-1
P72,1556966305000,1556966280000,1,-1,-2,-2,30,2,1
P72,1556969354000,1556969340000,3,3,3,-3,20,2,1
P72,1556971976000,1556971860000,0,-1,-3,-2,30,1,0
P72,1557025399000,1557025380000,0,-1,-2,1,30,1,2
P72,1557028516000,1557028500000,0,-1,-1,-2,30,1,1
P72,1557031277000,1557031260000,2,3,3,-2,20,2,-1
P72,1557034378000,1557034140000,3,1,1,-3,20,3,2
P72,1557039625000,1557039420000,2,0,-1,-1,30,1,1
P72,1557047021000,1557046920000,2,-2,1,1,20,1,1
P72,1557053017000,1557052740000,2,1,1,-3,60,-1,2
P72,1557112183000,1557112140000,2,0,2,2,60,2,-1
P72,1557117807000,1557117720000,2,0,1,-3,60,2,3
P72,1557131320000,1557131220000,1,-2,2,2,20,3,1
P75,1556587619000,1556587560000,2,-1,1,-1,30,1,-1
P75,1556590315000,1556590140000,1,-2,0,0,30,-3,-2
P75,1556593311000,1556593260000,2,-2,2,1,10,2,-2
P75,1556596375000,1556596260000,1,-1,2,-3,20,-3,3
P75,1556599005000,1556598840000,1,1,1,-1,10,-3,0
P75,1556601760000,1556601720000,1,-2,-2,-1,30,1,1
P75,1556604709000,1556604600000,2,-3,-2,-2,30,-3,0
P75,1556607213000,1556607180000,2,0,0,-2,60,0,0
P75,1556614982000,1556614860000,0,0,0,0,60,0,0
P75,1556626542000,1556626380000,2,-2,2,-2,15,-2,0
P75,1556629047000,1556629020000,2,1,3,-1,60,0,0
P75,1556672762000,1556672700000,2,0,1,-2,10,2,0
P75,1556677853000,1556677620000,3,-2,-1,-3,10,1,0
P75,1556680612000,1556680380000,3,1,0,-1,30,0,0
P75,1556682804000,1556682780000,0,-1,1,-1,60,1,0
P75,1556685900000,1556685780000,2,2,1,2,5,-1,2
P75,1556696709000,1556696640000,1,-1,1,1,20,-1,0
P75,1556702109000,1556701860000,3,1,2,-2,30,-3,0
P75,1556704583000,1556704560000,2,1,0,-2,20,0,0
P75,1556707508000,1556707260000,1,1,2,-1,10,0,0
P75,1556763301000,1556763180000,1,-1,1,-1,60,0,0
P75,1556766340000,1556766120000,1,-1,0,-2,30,-1,0
P75,1556768711000,1556768580000,1,-1,2,-1,60,0,0
P75,1556771999000,1556771760000,1,-1,1,-1,15,0,0
P75,1556777711000,1556777640000,2,-2,2,-1,60,-2,1
P75,1556780401000,1556780220000,1,-1,2,-1,60,2,0
P75,1556783112000,1556782860000,2,-2,2,0,30,1,1
P75,1556785463000,1556785320000,1,-1,2,-1,30,1,-1
P75,1556788202000,1556787900000,1,-1,1,-1,60,0,0
P75,1556790592000,1556790420000,1,-1,1,-2,30,0,2
P75,1556861219000,1556861040000,1,1,2,-1,20,2,0
P75,1556864059000,1556864040000,-1,-1,-1,1,60,-1,-1
P75,1556866540000,1556866500000,0,-2,-2,1,20,-1,-2
P75,1556872200000,1556872140000,-2,-2,1,2,30,0,-1
P75,1556877633000,1556877480000,1,1,1,-1,60,0,0
P75,1556880001000,1556879940000,2,1,1,-1,15,0,0
P75,1556882421000,1556882400000,2,1,1,-2,20,1,0
P75,1556885009000,1556884980000,1,-1,-2,-3,30,1,-1
P75,1556887795000,1556887620000,2,-2,1,-1,60,-1,2
P75,1556935193000,1556934960000,1,-1,-1,-1,20,-3,0
P75,1556938898000,1556938740000,-1,-1,-1,1,10,-1,-1
P75,1556950284000,1556950260000,1,1,2,-2,60,-2,1
P75,1556963744000,1556963460000,1,-1,2,-2,30,0,0
P75,1557020479000,1557020460000,2,1,1,-1,20,-1,1
P75,1557026066000,1557026040000,1,-1,-1,-2,20,-1,1
P75,1557028845000,1557028740000,-1,-1,-1,-1,20,1,0
P75,1557031276000,1557031260000,1,-1,-1,-2,30,-2,0
P75,1557034203000,1557033960000,1,-1,-1,-1,30,-3,0
P75,1557036608000,1557036420000,0,-1,0,-2,20,-1,0
P75,1557038994000,1557038880000,1,-1,-1,1,20,-2,0
P75,1557041606000,1557041580000,1,-1,1,1,20,-2,0
P75,1557044399000,1557044160000,2,1,1,-1,15,-2,1
P75,1557050396000,1557050100000,1,1,0,1,30,-1,0
P75,1557114688000,1557114660000,1,-1,1,-1,10,-2,0
P75,1557125597000,1557125580000,1,-1,-1,-2,30,-2,1
P75,1557128301000,1557128280000,1,-1,-1,-2,15,-2,0
P75,1557136815000,1557136620000,1,-1,1,0,15,1,1
P76,1556588373000,1556588340000,1,0,0,0,20,3,2
P76,1556591123000,1556590980000,1,1,3,1,5,1,0
P76,1556593824000,1556593560000,1,-1,-2,0,30,3,0
P76,1556626206000,1556626140000,0,0,-2,-1,20,3,-2
P76,1556628640000,1556628540000,1,0,0,0,5,-2,1
P76,1556682750000,1556682720000,2,-3,-1,-1,30,3,-1
P76,1556690670000,1556690640000,0,1,-1,2,20,3,0
P76,1556696422000,1556696400000,-3,0,0,3,5,2,-3
P76,1556699257000,1556699040000,1,1,0,-1,5,1,0
P76,1556702077000,1556702040000,1,-1,0,-1,5,0,0
P76,1556764050000,1556763960000,-2,2,0,3,5,3,-3
P76,1556766745000,1556766480000,2,-2,0,-2,20,0,0
P76,1556769140000,1556769120000,2,2,0,0,10,1,0
P76,1556771606000,1556771580000,1,0,0,-1,10,2,0
P76,1556774850000,1556774760000,1,-1,0,-2,15,0,1
P76,1556777331000,1556777220000,-2,1,1,2,10,1,-2
P76,1556782694000,1556782500000,3,0,1,-1,10,2,2
P76,1556853018000,1556853000000,2,0,0,3,20,2,0
P76,1556855545000,1556855520000,1,0,2,0,20,0,0
P76,1556858576000,1556858280000,2,3,2,1,30,2,1
P76,1556861384000,1556861220000,1,3,0,-1,60,3,0
P76,1556864237000,1556863980000,1,0,0,0,30,3,1
P76,1556868981000,1556868960000,2,0,0,0,20,-1,2
P76,1556871738000,1556871720000,1,0,2,1,60,0,0
P76,1556874462000,1556874420000,1,0,0,3,20,3,-2
P76,1556877460000,1556877300000,-3,0,-3,3,20,1,-2
P76,1556950083000,1556950020000,-2,0,1,0,30,1,0
P76,1556952770000,1556952660000,1,0,0,3,20,0,0
P76,1556955309000,1556955180000,1,0,0,0,60,0,-2
P76,1556958069000,1556958060000,2,0,0,2,15,0,0
P76,1556960546000,1556960460000,1,0,1,0,15,2,1
P76,1556963841000,1556963640000,3,0,0,0,20,3,0
P76,1556966238000,1556966100000,2,-3,1,-1,20,1,0
P76,1556968872000,1556968860000,-3,3,1,1,5,2,0
P76,1557025757000,1557025740000,2,1,0,-1,20,0,0
P76,1557031261000,1557031140000,1,0,0,2,20,1,0
P76,1557033854000,1557033840000,3,2,1,-3,30,2,1
P76,1557036445000,1557036360000,2,0,1,0,15,0,0
P76,1557039740000,1557039480000,2,-1,0,-2,15,1,0
P76,1557041895000,1557041880000,2,-3,-2,-2,20,0,0
P76,1557052632000,1557052620000,0,-3,1,-1,15,0,0
P76,1557120194000,1557120180000,-2,-2,0,-1,10,0,0
P76,1557122593000,1557122580000,-1,1,-2,3,30,2,0
P76,1557125868000,1557125820000,2,3,0,0,5,1,0
P76,1557128417000,1557128400000,2,-2,0,2,15,1,0
P76,1557130933000,1557130920000,-2,-2,-2,2,60,1,0
P76,1557133994000,1557133980000,-2,-1,-3,3,20,-3,-2
P76,1557139362000,1557139320000,-3,-1,2,3,20,0,0
P76,1557144730000,1557144720000,-3,0,-3,2,30,-2,0
P76,1557147455000,1557147300000,-3,3,-3,3,30,1,-3
P77,1556602212000,1556602140000,-1,-2,0,1,5,-2,1
P77,1556615549000,1556615520000,-1,0,-1,2,10,-2,-1
P77,1556618383000,1556618220000,2,1,1,-2,10,-3,0
P77,1556620777000,1556620620000,0,-2,-2,1,15,-2,0
P77,1556698942000,1556698920000,1,2,1,-1,60,-2,0
P77,1556703872000,1556703840000,3,2,3,-2,30,-2,-1
P77,1556707106000,1556706900000,2,1,1,-2,30,-3,1
P77,1556712326000,1556712300000,1,-2,-1,0,30,-2,0
P77,1556769659000,1556769360000,-1,-1,0,2,10,-3,-1
P77,1556772140000,1556772120000,2,3,3,0,20,-3,0
P77,1556774750000,1556774700000,-2,-1,0,3,10,-2,0
P77,1556777203000,1556777100000,2,3,3,1,30,-3,0
P77,1556782822000,1556782740000,2,-2,-1,1,20,-2,1
P77,1556788089000,1556787960000,2,-1,-1,2,10,-1,0
P77,1556795837000,1556795820000,3,-2,-1,-2,10,-3,1
P77,1556798840000,1556798760000,2,-2,0,1,5,-3,1
P77,1556850343000,1556850300000,2,1,2,-3,10,-3,-1
P77,1556853282000,1556853060000,2,1,0,0,30,-2,1
P77,1556866038000,1556866020000,2,-1,2,-3,5,-3,-1
P77,1556869476000,1556869440000,2,2,-1,-1,30,-3,1
P77,1556872354000,1556872080000,3,2,2,-3,30,-2,-1
P77,1556880237000,1556880120000,3,2,3,-3,15,-3,0
P77,1556882536000,1556882520000,3,2,3,-3,20,-3,-2
P77,1556885803000,1556885520000,3,2,-1,-3,30,-3,0
P77,1556966011000,1556965980000,3,2,2,-3,10,-2,0
P77,1556969190000,1556969160000,1,-2,1,-3,5,-3,-1
P78,1556594064000,1556594040000,1,1,1,0,10,0,0
P78,1556604590000,1556604540000,-1,-2,-1,1,15,1,-1
P78,1556607803000,1556607480000,-1,0,0,2,5,0,0
P78,1556610232000,1556610000000,1,0,1,0,10,0,0
P78,1556615475000,1556615460000,0,-1,-1,0,30,0,0
P78,1556688498000,1556688480000,1,1,1,-1,10,1,-1
P78,1556690999000,1556690940000,-1,-1,0,1,15,0,-1
P78,1556709615000,1556709600000,1,1,0,1,15,1,-1
P78,1556772335000,1556772240000,-1,-1,-1,1,30,0,0
P78,1556777744000,1556777460000,-1,0,-1,1,20,0,0
P78,1556780357000,1556780340000,0,0,0,0,10,0,0
P78,1556796203000,1556796180000,0,0,0,0,20,0,0
P78,1556799382000,1556799240000,1,1,1,0,10,1,0
P78,1556861287000,1556861220000,-1,-2,-1,1,10,0,0
P78,1556871752000,1556871600000,0,-2,-1,0,20,0,0
P78,1556874583000,1556874540000,0,-2,-1,1,20,0,0
P78,1556877567000,1556877540000,0,0,0,0,10,0,0
P78,1556880058000,1556879940000,1,1,1,-1,15,1,0
P78,1557125422000,1557125400000,1,1,0,-1,15,0,0
P78,1557142046000,1557141900000,1,1,0,0,20,0,0
P78,1557144496000,1557144480000,1,-1,-2,1,20,1,1
P78,1557147432000,1557147420000,1,1,0,1,20,1,0
P79,1556707690000,1556707440000,1,1,2,0,60,0,0
P79,1556712731000,1556712480000,1,2,2,-2,60,0,0
P79,1556715011000,1556714940000,2,2,2,-2,60,1,2
P79,1556774696000,1556774580000,3,2,3,-1,60,1,1
P79,1556788494000,1556788260000,2,2,2,0,30,0,0
P79,1556793382000,1556793360000,1,0,2,0,30,0,0
P79,1556801213000,1556801160000,0,0,2,0,30,0,0
P79,1556869220000,1556869200000,0,0,2,1,30,0,0
P79,1556941870000,1556941740000,2,2,1,-1,#N/A,0,0
P79,1556971608000,1556971500000,0,0,1,1,30,0,0
P79,1557036475000,1557036360000,1,0,1,-1,60,0,0
P79,1557050046000,1557049980000,1,-1,0,-1,30,0,0
P79,1557131031000,1557130980000,1,1,1,-1,30,0,0
P79,1557136719000,1557136680000,2,2,1,-1,30,0,0
P79,1557142042000,1557142020000,2,1,0,-2,30,0,0
P79,1557144707000,1557144480000,1,0,-1,-1,15,0,0
P80,1556674208000,1556674080000,3,2,2,-2,5,2,0
P80,1556677591000,1556677560000,-1,-2,-2,1,5,2,-1
P80,1556683257000,1556683140000,-1,-3,-3,1,10,1,0
P80,1556688682000,1556688540000,2,-2,1,-1,20,1,0
P80,1556759852000,1556759820000,-1,-2,2,2,30,3,0
P80,1556763263000,1556763240000,1,3,3,-2,10,2,0
P80,1556769441000,1556769420000,2,1,3,-1,5,2,0
P80,1556774690000,1556774640000,-2,2,3,-2,10,3,0
P80,1556788380000,1556788140000,3,2,3,-1,15,3,-1
P80,1556793386000,1556793180000,-3,-2,3,-1,60,3,0
P80,1556798606000,1556798520000,-3,-3,3,3,60,3,-2
P80,1556801246000,1556801220000,-3,-3,3,3,60,3,-3
P80,1556866551000,1556866500000,1,-3,1,1,30,3,0
P80,1556872299000,1556872140000,2,-2,-3,-1,15,1,1
P80,1556885450000,1556885400000,-3,-3,3,3,60,3,-3
P80,1556950250000,1556950200000,1,1,3,1,15,3,-1
P80,1556955810000,1556955780000,2,2,3,-2,15,2,1
P80,1556963966000,1556963940000,3,3,3,-3,15,3,2
P80,1556969454000,1556969340000,2,3,3,-1,60,3,1
P80,1556974548000,1556974500000,3,3,3,-2,60,3,1
P80,1557031108000,1557031080000,1,2,1,-2,5,3,0
P80,1557033637000,1557033600000,-2,-2,-1,2,30,3,-1
P80,1557047469000,1557047280000,2,1,1,-2,15,3,1
P80,1557050442000,1557050220000,3,3,3,-2,15,3,-1
P80,1557052824000,1557052740000,3,3,3,-1,30,3,-1
P80,1557139401000,1557139140000,0,1,-1,-1,10,2,0
P80,1557144701000,1557144480000,-1,-2,3,1,30,3,-1
